Date,nat_gas GARCHNet | qlike,nat_gas GARCHNet | mse_var,StaticGARCH | qlike,StaticGARCH | mse_var,GJRGARCH | qlike,GJRGARCH | mse_var,EGARCH | qlike,EGARCH | mse_var,EWMA | qlike,EWMA | mse_var
2021-02-23,-6.253133780825603,5.996669502976241e-07,-6.209542197481302,7.556888939045835e-07,-6.239830275724405,6.449504084868472e-07,-6.213619994565801,7.401427409456412e-07,-6.176247715999024,8.903977669738927e-07
2021-02-24,-6.5244793891644,1.1897228949471254e-06,-6.481549861619063,1.335844273885881e-06,-6.515382379974084,1.2194809341455317e-06,-6.460653478771404,1.4124046890258571e-06,-6.435584399824621,1.5092533330378146e-06
2021-02-25,-6.390784746895878,6.267986713153951e-07,-6.356138975223596,7.312328846151192e-07,-6.382118219860743,6.519173356605379e-07,-6.350392867459892,7.496148630901776e-07,-6.318802076451972,8.563668424133105e-07
2021-02-26,-6.430198741056522,6.118648142130914e-07,-6.393639261011115,7.161793150628677e-07,-6.412012519309588,6.623569712142454e-07,-6.362548667202219,8.140264832773633e-07,-6.356163689846181,8.352194266129758e-07
2021-03-01,-6.483725670413459,6.244200191059762e-07,-6.470367119306716,6.592390868230231e-07,-6.48957145294421,6.095961049321045e-07,-6.467310832053805,6.673930133997413e-07,-6.4317465922529715,7.676191880226388e-07
2021-03-02,-6.428274460597976,3.389426135845149e-07,-6.404809232250693,3.9187088610411857e-07,-6.420915871085914,3.5507224511951884e-07,-6.425201599262161,3.456268783463394e-07,-6.373001706878456,4.7081417942828986e-07
2021-03-03,-6.58547041668032,4.341365962631068e-07,-6.5453541445872165,5.174398411101364e-07,-6.568958778349578,4.6723039943211725e-07,-6.565866297388783,4.7361133962880576e-07,-6.509294219405193,6.011190432198007e-07
2021-03-04,-5.949350097827377,1.1907839645675534e-09,-5.949474484632973,1.0685244309264438e-09,-5.950030300643858,2.3360081024376466e-13,-5.94999499793626,6.438938682239163e-11,-5.946597334562539,7.060260014793071e-09
2021-03-05,-6.6897975956087,4.443064100587872e-07,-6.66203087362422,4.946699801340415e-07,-6.677664843426239,4.658352276789819e-07,-6.661746939678636,4.952052803369822e-07,-6.6276426086954325,5.626328555113725e-07
2021-03-08,-6.316924643541695,9.151820449524178e-08,-6.313943784797262,9.663338765167974e-08,-6.319507051124425,8.716123762605159e-08,-6.307664872707126,1.0770942552401234e-07,-6.2985712684783,1.2447626118193098e-07
2021-03-09,-6.7842766215013866,4.297329484678486e-07,-6.775722688410116,4.430765078651764e-07,-6.786101902886708,4.26924964054158e-07,-6.754708232307535,4.771781162182825e-07,-6.7449942524292394,4.935947180351728e-07
2021-03-10,-6.579833044641312,1.5184489532062374e-07,-6.56989027621051,1.6552711408462983e-07,-6.577036032991324,1.5563665347878523e-07,-6.57832820855987,1.5387938510807742e-07,-6.551583561466026,1.922236606830128e-07
2021-03-11,-6.760963871111516,2.2650446494622804e-07,-6.748159434832706,2.4252352048454905e-07,-6.759134880898955,2.2875175110440351e-07,-6.765264820762848,2.2127288734705824e-07,-6.728153909843659,2.6891961046159777e-07
2021-03-12,-6.373363149420959,1.9309207373129062e-08,-6.372080036156693,2.0780863751293146e-08,-6.375174930006661,1.72659773275029e-08,-6.377733314225199,1.4452051653056298e-08,-6.366748407039465,2.710752333054436e-08
2021-03-15,-6.667360201782111,1.3546518090211846e-07,-6.668557598795183,1.340870055669103e-07,-6.669301696951957,1.3323399935704843e-07,-6.660221851375048,1.438234831421821e-07,-6.6588439727591,1.4546506902291227e-07
2021-03-16,-6.574309191719945,1.6454171642677818e-07,-6.5718144740904885,1.6803630733147675e-07,-6.551723859875071,1.9750211816040972e-07,-6.5361814335008175,2.2195388109502714e-07,-6.565210081094848,1.7746136652332632e-07
2021-03-17,-6.684917459834483,2.7644005898549213e-07,-6.686601122270052,2.740020212313396e-07,-6.673688563941564,2.9304375921231205e-07,-6.639906352195411,3.4672844103420403e-07,-6.680998246926315,2.821670570922615e-07
2021-03-18,-6.337394799303759,2.2080513184933495e-08,-6.330710978887283,3.0627155833128465e-08,-6.32560860230697,3.752244706530549e-08,-6.31066796253172,5.9464464029558364e-08,-6.329681410813153,3.199315930835949e-08
2021-03-19,-6.4520574169590486,4.743222180898597e-08,-6.445246745541637,5.570081456899446e-08,-6.436539799973664,6.683206622459636e-08,-6.410093079587018,1.0447489534253868e-07,-6.445272551684178,5.566875562088204e-08
2021-03-22,-6.222909515148288,3.6890098415910864e-11,-6.221303146249806,1.887307862251503e-09,-6.220186478428207,3.2465466258255555e-09,-6.210336652047964,1.6709710475044812e-08,-6.221577346343661,1.5611832291313033e-09
2021-03-23,-6.748821973458449,1.4147250574010064e-07,-6.729606396053292,1.6241190335331778e-07,-6.724653995683745,1.6805822906851763e-07,-6.672058818695539,2.3469313007347838e-07,-6.735196426800923,1.5616269917511987e-07
2021-03-24,-7.080435353045606,4.0265076940705916e-07,-7.050245464272943,4.363809553908828e-07,-7.02735048425545,4.6357109676306394e-07,-6.923417726395707,6.065493105675738e-07,-7.063296022228795,4.215111427767872e-07
2021-03-25,-6.472310536179921,1.0030965136204017e-08,-6.456408928453843,2.528667451776917e-08,-6.450836270189728,3.121544106577502e-08,-6.427764706546645,5.87095281881004e-08,-6.4609375137548986,2.06835220449722e-08
2021-03-26,-7.204277982637695,3.0515007846348374e-07,-7.123760151159728,3.7868982149294e-07,-7.111907260395298,3.907164386723031e-07,-7.028161146989733,4.856402459596813e-07,-7.147322984754215,3.557339880298345e-07
2021-03-29,-6.8850469659924896,7.125438995495856e-08,-6.823197114927561,1.2063151784440716e-07,-6.816633628837938,1.2662632316963348e-07,-6.77798195763337,1.650891789808465e-07,-6.840864170641088,1.0523603591830698e-07
2021-03-30,-6.721323471940607,1.8929011914345614e-08,-6.683212846393403,4.6980131709459504e-08,-6.68046693588709,4.928039775250726e-08,-6.657292722707115,7.018305756618739e-08,-6.696971768986252,3.601558675235987e-08
2021-03-31,-6.8822555902769365,3.822751370018529e-08,-6.824902135042082,7.730891966124925e-08,-6.824062425348977,7.796411691889418e-08,-6.794013382140995,1.0306333149895712e-07,-6.84688795482281,6.102121775556396e-08
2021-04-01,-6.836994039724423,1.6969457086128442e-08,-6.7894003806237455,4.618273241201976e-08,-6.788928056943983,4.6516973012871467e-08,-6.771693070364996,5.931279260088721e-08,-6.810248773944991,3.229567306549766e-08
2021-04-05,-5.767112316917373,1.7520944783358746e-07,-5.881193019118473,1.1155938612599911e-07,-5.879059728038851,1.129586462383311e-07,-5.902383771415963,9.706990016770501e-08,-5.835734697530189,1.3939592640664425e-07
2021-04-06,-6.172052868731335,1.2927111008289039e-08,-6.1817549071552085,4.353557150537261e-09,-6.185451902030155,6.460613151576997e-10,-6.185878012313727,1.8319126796058171e-10,-6.173647083150127,1.159505848728488e-08
2021-04-07,-6.661286455882154,3.3871056912037535e-08,-6.635391550063795,5.6257649302235196e-08,-6.611811900202307,7.978963390272986e-08,-6.594140786978191,9.942007390992747e-08,-6.657070546062691,3.7269202117672384e-08
2021-04-08,-7.066317785258761,2.025779647022947e-07,-7.010944045253423,2.5112855792730637e-07,-6.9775122887790175,2.842345841470836e-07,-6.9297529031511464,3.3701236276082047e-07,-7.061131490244446,2.068128479178606e-07
2021-04-09,-7.203044220130149,2.0830531456040035e-07,-7.127766327574402,2.665130880718142e-07,-7.093307918730587,2.9709990614211774e-07,-7.077401967702027,3.121333543688778e-07,-7.188918746918167,2.1838856916901156e-07
2021-04-12,-6.944722896141846,5.9397772165530163e-08,-6.890428954374296,9.662003836321892e-08,-6.869453831981204,1.1335513261477463e-07,-6.879904067415137,1.0484618927907107e-07,-6.932357356748526,6.713241440844994e-08
2021-04-13,-6.3307682069041755,1.2671723772396108e-08,-6.348130161874748,1.8505774164410297e-09,-6.349944874468684,5.076375392456693e-10,-6.349201473931488,1.0686494126829951e-09,-6.336219433650157,9.529068820933342e-09
2021-04-14,-7.222157346136881,1.3218226165203318e-07,-7.138013737364444,1.8607103781185323e-07,-7.12463082714492,1.9588214009100333e-07,-7.121061824944328,1.9856052524301182e-07,-7.2086998841939485,1.3995238259878479e-07
2021-04-15,-6.518670039980643,1.8029674686325693e-09,-6.52074851749381,8.508567408897151e-10,-6.51976518420293,1.5014424304601389e-09,-6.52174432131253,2.1800100577878465e-10,-6.5203304686964945,9.596101529441858e-10
2021-04-16,-7.451970842015344,1.5550102019931003e-07,-7.334395623820976,2.1897236197872642e-07,-7.327098048068539,2.2353338805689705e-07,-7.354476949967202,2.068229435830677e-07,-7.434203315393728,1.6397327823005776e-07
2021-04-19,-7.316727250619062,8.43351669652267e-08,-7.21781865517836,1.331928231919881e-07,-7.214363531479426,1.3517504198274833e-07,-7.2444029576177895,1.185971676804595e-07,-7.304990777900323,8.938814124982701e-08
2021-04-20,-7.4864720826400735,1.6017622506158053e-07,-7.368667629167804,2.2202881887905067e-07,-7.380083828631561,2.1525941793482792e-07,-7.394121854903446,2.0717866806799935e-07,-7.482229597030027,1.6211777471633303e-07
2021-04-21,-7.31623520414829,7.928686877617807e-08,-7.221968353444847,1.245757648018157e-07,-7.230239553967694,1.2005895632667824e-07,-7.244033686569941,1.1277117666782313e-07,-7.316132447883667,7.93293083423135e-08
2021-04-22,-6.075053598801961,8.29405863036986e-08,-6.15656227215522,4.6645094006312594e-08,-6.153239399540491,4.836655184987206e-08,-6.150740191962077,4.964399401031677e-08,-6.0720056345176765,8.410953567544176e-08
2021-04-23,-7.510856863554671,1.2315027006591334e-07,-7.392428346545959,1.7743398510784892e-07,-7.409397669818268,1.6864739046678924e-07,-7.397656799863932,1.7468775559972e-07,-7.522070278532183,1.1879517970142757e-07
2021-04-26,-6.640079670980224,3.0377123487944477e-09,-6.647384198694611,2.6207043733922276e-10,-6.647847119042068,4.068307782165859e-11,-6.647785677082644,6.952040412659715e-11,-6.63740515946049,3.971658255717419e-09
2021-04-27,-6.84524404661523,1.6920443112346401e-09,-6.821639809253593,1.2088428200431027e-08,-6.828567202805671,8.740415783312716e-09,-6.82356056412089,1.1137786780332678e-08,-6.847704339958001,8.041118502378318e-10
2021-04-28,-7.248318050111348,7.09322719769346e-08,-7.170459708591154,1.0934440688708176e-07,-7.203848851931492,9.164884369832022e-08,-7.17451293021409,1.0709289852625104e-07,-7.272039301237671,6.111718880387887e-08
2021-04-29,-6.976034550825006,1.7693770065569177e-08,-6.932043435196933,3.902532412945394e-08,-6.954042115436748,2.7662106517741637e-08,-6.932762397509458,3.863184236585581e-08,-6.988678708293996,1.2598655733333998e-08
2021-04-30,-7.255667622046202,4.8245435533753036e-08,-7.175572202337993,8.311751476703887e-08,-7.2096699704262655,6.701402844384465e-08,-7.189161513932051,7.646532152291594e-08,-7.2776688658664614,4.038507108154087e-08
2021-05-03,-7.222452971035029,3.172434414591358e-08,-7.150841600150624,6.042192315614542e-08,-7.1814491199084936,4.7093001924960535e-08,-7.172720574190521,5.0727178687957915e-08,-7.244952079027575,2.4436294983390428e-08
2021-05-04,-7.336473898441842,4.1869521188166596e-08,-7.24959530335007,7.465220267577045e-08,-7.286659588440685,5.9396134055778504e-08,-7.276871926187887,6.323323958789985e-08,-7.365985458673312,3.296999865649468e-08
2021-05-05,-7.213474309173995,1.617679590496042e-08,-7.148510531120362,3.850816724387395e-08,-7.175753875976235,2.8239917520087395e-08,-7.188140359222382,2.400687886214034e-08,-7.234696646598129,1.0465542031044306e-08
2021-05-06,-7.459782566144859,4.023499762296949e-08,-7.359746138786841,7.235501308068254e-08,-7.396170376788146,5.9379590762031604e-08,-7.411462354822305,5.43845648071555e-08,-7.501613147740202,2.984394464024675e-08
2021-05-07,-7.119846970776516,3.3354167193256992e-09,-7.079360735340488,1.5447348517855778e-08,-7.095796024624821,1.0040608545859723e-08,-7.108720822196105,6.249366991089982e-09,-7.131665698297554,6.592982576778619e-10
2021-05-10,-7.3296777602734675,1.3718868575138416e-08,-7.258161414853287,3.380093911429148e-08,-7.285218058276135,2.53631159680852e-08,-7.308224300109319,1.9000029752584817e-08,-7.362343697649266,6.870853820642754e-09
2021-05-11,-7.004681195592048,2.5110032161795552e-11,-6.99121347458898,3.801611729860483e-09,-6.998803439467483,1.5511263230142097e-09,-7.003214912047632,3.802712909164279e-10,-6.995509980490902,1.7348152116418538e-09
2021-05-12,-7.554414562899969,2.549711372504144e-08,-7.451638973447912,5.090172525671091e-08,-7.486007993683787,4.133518425747961e-08,-7.522423860655277,3.239961004186618e-08,-7.61666528090452,1.4390886701783363e-08
2021-05-13,-7.593645357782677,2.362629754920109e-08,-7.488026785786586,4.790859078478271e-08,-7.522901781745418,3.884751291198496e-08,-7.573246177607249,2.7607009256046555e-08,-7.663390651642922,1.2291763537186024e-08
2021-05-14,-7.432794986856345,8.484870387935241e-09,-7.363196416361025,2.3510081178107526e-08,-7.388011913708842,1.7512658847591764e-08,-7.436074856255264,7.913122985282376e-09,-7.476982132528889,1.8437927449155509e-09
2021-05-17,-5.86616195986796,1.3594862353412283e-07,-6.089337974263987,9.262115303820639e-08,-6.0338172729870365,1.0517099291132755e-07,-5.846566409772356,1.3902036369190622e-07,-5.57654921833641,1.739734763403308e-07
2021-05-18,-6.170425976667566,6.662397929631076e-08,-6.248653075090088,3.631962266349573e-08,-6.192928175911836,5.8799361697968174e-08,-6.074309229261357,9.480497460218265e-08,-6.0838058658267276,9.23223470630063e-08
2021-05-19,-7.1906307443640225,5.179387756708291e-08,-7.12731698412242,8.167585446820321e-08,-7.161431228903941,6.468779315540517e-08,-7.223770645079142,3.888314582995774e-08,-7.250529814453985,2.9721374132672483e-08
2021-05-20,-7.147828255423238,3.7462180117040934e-08,-7.089301669002665,6.404751310022992e-08,-7.114549845609258,5.176341632226963e-08,-7.156687066595889,3.4003101068569275e-08,-7.198935452310623,1.9436263935553373e-08
2021-05-21,-6.982051982939489,9.861830903329367e-09,-6.943771915075116,2.6279669222487244e-08,-6.9577725690520955,1.976371820196234e-08,-6.977548811909111,1.1561038142184184e-08,-7.004881014808297,2.307168217771264e-09
2021-05-24,-7.391585761559912,5.64014377388863e-08,-7.298372067474448,9.25076001100221e-08,-7.325884581047821,8.069794548532251e-08,-7.375766884663291,6.177647725160312e-08,-7.461594587500482,3.588708264317844e-08
2021-05-25,-7.360406051079644,3.857183999636407e-08,-7.273573643450128,6.949672300701757e-08,-7.297394285436406,6.002023330447394e-08,-7.344990894110336,4.335778542731659e-08,-7.423107602421147,2.1933354758228166e-08
2021-05-26,-6.7423069092527905,1.5824936679659844e-09,-6.746902651750953,8.632794244129288e-11,-6.746850075251878,1.0034754415031483e-10,-6.740154321886845,2.231768567132747e-09,-6.7023312917548585,1.1483037173900385e-08
2021-05-27,-6.591971673094909,7.118394278048732e-09,-6.607392007827849,1.3974796701705229e-09,-6.600484254803066,4.109775389487669e-09,-6.58906674711308,8.085586932692232e-09,-6.531072501305484,2.3861494928290545e-08
2021-05-28,-7.069636081829442,7.781497277127531e-09,-7.036751584342055,1.9292408879749462e-08,-7.053359472007548,1.3132570023088007e-08,-7.068323448896149,8.187017207201719e-09,-7.0973722436463085,4.40558918584882e-10
2021-06-01,-6.0539263482587415,9.744616318991735e-08,-6.141789024956992,6.887363295323484e-08,-6.1029171500292545,8.23868837378492e-08,-6.053585031956456,9.754461665582639e-08,-5.849586070380406,1.453661011668936e-07
2021-06-02,-7.208051688776355,5.88596839511739e-08,-7.161760856580747,8.033349814668369e-08,-7.211974058897401,5.720419042867451e-08,-7.234790015077715,4.805713237506982e-08,-7.296797383810619,2.7125115071525672e-08
2021-06-03,-7.440706822944897,9.399763880235923e-08,-7.365548784559143,1.2581891974832314e-07,-7.428324651822954,9.879089733473352e-08,-7.456741531894362,8.803630635416616e-08,-7.560374140408639,5.5579553767135054e-08
2021-06-04,-6.650266873314827,2.3873741491981115e-09,-6.656410608246587,1.007782712429792e-11,-6.652545558606498,1.5498803254587396e-09,-6.649415808377059,2.691364696647516e-09,-6.606656055585301,1.5008468211145618e-08
2021-06-07,-7.160384662148451,2.8005469194130636e-08,-7.117079846137527,4.532047566204229e-08,-7.1542960206208415,3.022877006667668e-08,-7.158887839134459,2.854576073357675e-08,-7.224303111860943,8.687877318814915e-09
2021-06-08,-6.7998338703716845,6.449579857638219e-12,-6.7948900106983485,1.9091593312465928e-09,-6.799668763558183,6.357046252623084e-11,-6.799822750647586,1.0345278914188571e-11,-6.776944576264235,5.854766531997194e-09
2021-06-09,-7.457212822728056,7.191149958214749e-08,-7.384894971076286,9.89339495027666e-08,-7.445148611747568,7.602386454066238e-08,-7.441165941265895,7.741477098296617e-08,-7.581202035563169,3.7585393751952505e-08
2021-06-10,-7.415096170412043,4.623582136758553e-08,-7.344721598192458,7.005029272070252e-08,-7.396687944624256,5.191716107498893e-08,-7.421322283016989,4.4397292701377967e-08,-7.519311559750833,2.0539168290620234e-08
2021-06-11,-4.86172618922933,5.711298832872578e-07,-5.095417199694879,4.983438454935652e-07,-4.936490573816386,5.497832628597382e-07,-4.810871695705929,5.847747144654555e-07,-4.341942138360842,6.857785480095487e-07
2021-06-14,-7.068657663244156,4.731398020079539e-08,-7.032625004092232,6.595387626091952e-08,-7.089492322322193,3.78202261379476e-08,-7.113906398643664,2.7841916927195747e-08,-7.140619557475509,1.830154660296791e-08
2021-06-15,-5.952975683483099,1.0926035279117096e-07,-6.0033852569481425,8.409615275180536e-08,-5.918643146485938,1.2435599738657233e-07,-5.882658601159248,1.3879531714099097e-07,-5.7961962511569425,1.6902646436446436e-07
2021-06-16,-7.0518680354720455,7.04374015898847e-08,-7.0163566154470045,9.158908437988926e-08,-7.0533664162613094,6.960753474374551e-08,-7.064337887159897,6.368058454924147e-08,-7.130393872566485,3.328977538405761e-08
2021-06-17,-7.18826716746384,8.745190489821007e-08,-7.145701062642673,1.1043777673348391e-07,-7.188775853762112,8.719647380253496e-08,-7.219900661569447,7.238681235085018e-08,-7.288008546368385,4.5216180908911196e-08
2021-06-18,-7.030487604318725,3.1471862011474684e-08,-6.998638415185404,4.6970268191902854e-08,-7.027218390227852,3.294959068570929e-08,-7.061662006214387,1.865700017863359e-08,-7.088586846349407,9.450628009927686e-09
2021-06-21,-7.230081959711825,5.859645107012738e-08,-7.180085561696625,8.122574106336899e-08,-7.21625813229147,6.444828236436148e-08,-7.259599944113334,4.708063709736912e-08,-7.320053773576717,2.7380814026848866e-08
2021-06-22,-7.055013157410328,1.8562023152738545e-08,-7.022125294794213,3.227781607125003e-08,-7.044237269215141,2.276951605379497e-08,-7.070546623931001,1.2989982331703158e-08,-7.101940348536807,3.5854229426704894e-09
2021-06-23,-6.416228513386242,1.7238818210075505e-08,-6.434245814867685,9.45482870168266e-09,-6.416601303782261,1.7088384779104853e-08,-6.396876294963066,2.4582558333979126e-08,-6.322821624771262,4.716137032032395e-08
2021-06-24,-6.311432185865561,2.9708490385171187e-08,-6.334982736913712,1.9089978686880792e-08,-6.307348291384024,3.140830637013247e-08,-6.293672677703409,3.685486593586821e-08,-6.202030541069178,6.662232474167858e-08
2021-06-25,-7.068226909865565,3.928886079392074e-08,-7.03848950867574,5.370540464116111e-08,-7.078952260418446,3.4564523316513954e-08,-7.081511313638538,3.3473760989743436e-08,-7.139169371819278,1.2540347116834323e-08
2021-06-28,-6.378700735471293,1.50608975127084e-08,-6.3922747965803355,8.285459371275793e-09,-6.36775312498591,2.000285787161827e-08,-6.3724183890414645,1.7944052813943524e-08,-6.301333074556409,4.43227123185921e-08
2021-06-29,-4.6609031946019375,9.934122084058905e-07,-4.769049142414098,9.290810000634978e-07,-4.542975110592456,1.0556333344131927e-06,-4.617486120269878,1.0171935218075418e-06,-4.27966715313187,1.171940223552828e-06
2021-06-30,-5.2819037739253,4.340852432522757e-07,-5.373068068537983,3.85455378140954e-07,-5.219639081563809,4.63593573449186e-07,-5.226449284507018,4.60493308992088e-07,-5.011204422785706,5.463219030181876e-07
2021-07-01,-5.967753552298241,1.061818032272393e-07,-6.018517837665966,8.162017095600962e-08,-5.941638207610666,1.1742974973673018e-07,-5.927405807006259,1.232342712111524e-07,-5.814096927026772,1.6312628114511267e-07
